"Time","CPU 0 - Processed","CPU 1 - Processed","CPU 10 - Processed","CPU 11 - Processed","CPU 2 - Processed","CPU 3 - Processed","CPU 4 - Processed","CPU 5 - Processed","CPU 6 - Processed","CPU 7 - Processed","CPU 8 - Processed","CPU 9 - Processed","CPU 0 - Dropped","CPU 1 - Dropped","CPU 10 - Dropped","CPU 11 - Dropped","CPU 2 - Dropped","CPU 3 - Dropped","CPU 4 - Dropped","CPU 5 - Dropped","CPU 6 - Dropped","CPU 7 - Dropped","CPU 8 - Dropped","CPU 9 - Dropped"
2026-06-04 17:31:30,82.7 p/s,67.7 p/s,97.5 p/s,54.0 p/s,91.2 p/s,55.2 p/s,77.4 p/s,59.3 p/s,89.0 p/s,57.8 p/s,84.5 p/s,58.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:32:00,86.3 p/s,63.3 p/s,97.1 p/s,56.2 p/s,95.8 p/s,56.6 p/s,84.9 p/s,59.7 p/s,89.2 p/s,59.5 p/s,86.0 p/s,61.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:32:30,83.9 p/s,62.4 p/s,89.1 p/s,52.5 p/s,95.6 p/s,61.3 p/s,86.6 p/s,59.1 p/s,89.5 p/s,60.8 p/s,84.5 p/s,59.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:33:00,83.3 p/s,57.5 p/s,87.0 p/s,48.2 p/s,94.2 p/s,56.1 p/s,88.2 p/s,59.3 p/s,91.3 p/s,57.5 p/s,86.2 p/s,60.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:33:30,83.8 p/s,53.5 p/s,93.9 p/s,50.8 p/s,95.2 p/s,57.3 p/s,86.4 p/s,54.6 p/s,92.6 p/s,64.2 p/s,90.3 p/s,64.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:34:00,85.0 p/s,62.5 p/s,98.1 p/s,57.7 p/s,90.0 p/s,52.7 p/s,86.4 p/s,56.8 p/s,90.4 p/s,62.9 p/s,90.2 p/s,63.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:34:30,80.5 p/s,61.0 p/s,92.8 p/s,53.8 p/s,87.9 p/s,57.6 p/s,83.4 p/s,57.2 p/s,84.8 p/s,64.0 p/s,87.8 p/s,56.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:35:00,84.4 p/s,63.3 p/s,88.9 p/s,54.8 p/s,87.8 p/s,57.2 p/s,85.0 p/s,59.3 p/s,82.9 p/s,60.8 p/s,87.6 p/s,53.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:35:30,89.2 p/s,54.2 p/s,88.2 p/s,54.7 p/s,84.9 p/s,63.5 p/s,84.6 p/s,58.5 p/s,84.9 p/s,61.0 p/s,85.6 p/s,54.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:36:00,92.5 p/s,52.4 p/s,91.9 p/s,60.1 p/s,82.3 p/s,60.7 p/s,90.4 p/s,56.9 p/s,86.6 p/s,58.2 p/s,81.6 p/s,59.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:36:30,85.3 p/s,51.2 p/s,89.3 p/s,59.6 p/s,79.9 p/s,66.2 p/s,87.7 p/s,59.5 p/s,85.3 p/s,56.6 p/s,79.2 p/s,58.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:37:00,81.0 p/s,53.5 p/s,88.2 p/s,60.0 p/s,83.1 p/s,62.8 p/s,89.6 p/s,57.6 p/s,87.6 p/s,55.4 p/s,81.8 p/s,58.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:37:30,81.3 p/s,54.5 p/s,84.0 p/s,59.3 p/s,81.6 p/s,63.0 p/s,87.2 p/s,57.7 p/s,88.5 p/s,54.8 p/s,83.1 p/s,58.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:38:00,84.8 p/s,54.4 p/s,88.9 p/s,58.1 p/s,83.9 p/s,59.1 p/s,87.5 p/s,56.0 p/s,92.8 p/s,54.9 p/s,84.3 p/s,63.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:38:30,86.3 p/s,53.5 p/s,87.8 p/s,54.3 p/s,82.5 p/s,58.9 p/s,82.9 p/s,56.9 p/s,94.6 p/s,56.7 p/s,87.1 p/s,59.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:39:00,83.0 p/s,55.8 p/s,94.4 p/s,50.2 p/s,86.6 p/s,56.1 p/s,79.2 p/s,56.8 p/s,92.1 p/s,59.7 p/s,85.8 p/s,59.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:39:30,85.0 p/s,63.1 p/s,91.4 p/s,53.2 p/s,85.7 p/s,54.5 p/s,82.3 p/s,56.9 p/s,94.3 p/s,61.5 p/s,90.1 p/s,60.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:40:00,86.1 p/s,59.0 p/s,96.6 p/s,56.0 p/s,89.5 p/s,52.0 p/s,84.7 p/s,60.9 p/s,91.2 p/s,58.6 p/s,86.4 p/s,63.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:40:30,89.7 p/s,61.2 p/s,98.2 p/s,62.3 p/s,88.1 p/s,62.5 p/s,91.0 p/s,59.8 p/s,96.9 p/s,55.8 p/s,90.6 p/s,62.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:41:00,94.5 p/s,57.5 p/s,97.8 p/s,57.9 p/s,90.9 p/s,65.0 p/s,87.3 p/s,59.6 p/s,92.9 p/s,58.1 p/s,87.7 p/s,61.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:41:30,93.6 p/s,63.6 p/s,92.7 p/s,58.8 p/s,88.0 p/s,66.7 p/s,92.2 p/s,57.7 p/s,88.0 p/s,61.0 p/s,85.2 p/s,57.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:42:00,89.6 p/s,62.9 p/s,84.8 p/s,55.3 p/s,84.2 p/s,57.6 p/s,86.6 p/s,64.6 p/s,84.2 p/s,59.8 p/s,84.7 p/s,56.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:42:30,85.2 p/s,66.4 p/s,99.6 p/s,60.2 p/s,84.9 p/s,57.1 p/s,90.1 p/s,66.3 p/s,89.0 p/s,58.3 p/s,88.0 p/s,63.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:43:00,85.8 p/s,66.2 p/s,103 p/s,65.9 p/s,89.9 p/s,54.8 p/s,91.1 p/s,67.4 p/s,95.4 p/s,62.2 p/s,93.0 p/s,70.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:43:30,87.5 p/s,64.5 p/s,104 p/s,69.9 p/s,95.2 p/s,58.0 p/s,93.2 p/s,67.7 p/s,92.8 p/s,59.1 p/s,89.5 p/s,72.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:44:00,82.0 p/s,57.3 p/s,85.9 p/s,65.2 p/s,90.6 p/s,55.7 p/s,86.3 p/s,65.7 p/s,92.4 p/s,56.1 p/s,80.3 p/s,61.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:44:30,80.6 p/s,53.9 p/s,79.5 p/s,55.2 p/s,86.7 p/s,57.0 p/s,81.0 p/s,60.6 p/s,87.2 p/s,49.7 p/s,75.4 p/s,64.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:45:00,78.3 p/s,48.9 p/s,77.5 p/s,51.1 p/s,77.0 p/s,50.5 p/s,75.8 p/s,53.8 p/s,90.1 p/s,53.5 p/s,71.9 p/s,65.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:45:30,80.0 p/s,53.9 p/s,80.2 p/s,53.3 p/s,78.6 p/s,52.4 p/s,78.2 p/s,53.0 p/s,91.3 p/s,51.9 p/s,77.7 p/s,67.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:46:00,79.8 p/s,60.9 p/s,81.8 p/s,56.3 p/s,79.5 p/s,59.2 p/s,80.2 p/s,53.8 p/s,92.6 p/s,51.3 p/s,80.6 p/s,58.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:46:30,83.8 p/s,73.9 p/s,87.9 p/s,57.3 p/s,83.8 p/s,61.4 p/s,84.8 p/s,58.3 p/s,96.7 p/s,50.0 p/s,85.8 p/s,57.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:47:00,71.3 p/s,65.6 p/s,74.4 p/s,48.2 p/s,71.6 p/s,53.4 p/s,74.1 p/s,49.2 p/s,82.8 p/s,44.9 p/s,71.1 p/s,47.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:47:30,62.2 p/s,53.0 p/s,65.1 p/s,41.2 p/s,57.8 p/s,42.8 p/s,61.3 p/s,40.7 p/s,70.9 p/s,37.6 p/s,57.9 p/s,44.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:48:00,51.2 p/s,35.8 p/s,50.9 p/s,39.9 p/s,49.1 p/s,36.5 p/s,48.9 p/s,32.3 p/s,54.1 p/s,29.5 p/s,46.5 p/s,37.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:48:30,54.9 p/s,34.9 p/s,56.5 p/s,45.3 p/s,48.7 p/s,37.7 p/s,49.0 p/s,41.8 p/s,55.2 p/s,29.4 p/s,50.5 p/s,38.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:49:00,51.0 p/s,36.8 p/s,58.4 p/s,45.4 p/s,50.8 p/s,34.1 p/s,52.8 p/s,45.6 p/s,60.2 p/s,31.9 p/s,52.0 p/s,37.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:49:30,52.0 p/s,41.1 p/s,56.0 p/s,38.0 p/s,49.3 p/s,36.0 p/s,53.2 p/s,45.3 p/s,63.0 p/s,41.9 p/s,51.3 p/s,35.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:50:00,62.1 p/s,50.4 p/s,64.4 p/s,39.2 p/s,60.3 p/s,40.5 p/s,62.3 p/s,47.0 p/s,69.2 p/s,49.6 p/s,58.4 p/s,44.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:50:30,78.9 p/s,59.4 p/s,75.5 p/s,50.7 p/s,75.9 p/s,50.0 p/s,71.1 p/s,55.6 p/s,74.2 p/s,57.6 p/s,69.6 p/s,53.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:51:00,93.3 p/s,66.3 p/s,88.7 p/s,62.0 p/s,93.6 p/s,61.0 p/s,84.7 p/s,62.2 p/s,83.3 p/s,60.4 p/s,85.6 p/s,65.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:51:30,89.6 p/s,62.6 p/s,86.5 p/s,64.4 p/s,92.9 p/s,67.7 p/s,83.0 p/s,61.0 p/s,81.9 p/s,58.9 p/s,85.7 p/s,60.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:52:00,85.8 p/s,58.1 p/s,85.3 p/s,59.7 p/s,86.1 p/s,65.6 p/s,81.1 p/s,60.3 p/s,80.4 p/s,65.4 p/s,83.8 p/s,54.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:52:30,74.5 p/s,50.3 p/s,78.0 p/s,54.0 p/s,74.0 p/s,58.8 p/s,70.5 p/s,57.2 p/s,74.8 p/s,58.9 p/s,75.3 p/s,51.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:53:00,65.5 p/s,49.4 p/s,70.3 p/s,46.8 p/s,62.8 p/s,47.6 p/s,63.9 p/s,50.5 p/s,66.1 p/s,52.2 p/s,64.4 p/s,49.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:53:30,59.4 p/s,44.6 p/s,58.8 p/s,41.7 p/s,55.8 p/s,44.4 p/s,53.0 p/s,42.0 p/s,60.6 p/s,39.3 p/s,58.5 p/s,47.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:54:00,56.2 p/s,45.4 p/s,57.8 p/s,42.0 p/s,53.1 p/s,40.9 p/s,50.5 p/s,38.3 p/s,61.6 p/s,39.5 p/s,54.6 p/s,41.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:54:30,57.1 p/s,46.5 p/s,55.8 p/s,42.6 p/s,52.3 p/s,40.7 p/s,49.5 p/s,36.2 p/s,61.3 p/s,39.8 p/s,56.1 p/s,40.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:55:00,52.7 p/s,49.3 p/s,57.7 p/s,41.3 p/s,52.2 p/s,40.5 p/s,51.6 p/s,38.7 p/s,58.8 p/s,40.4 p/s,54.3 p/s,41.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:55:30,49.8 p/s,45.7 p/s,54.3 p/s,36.1 p/s,48.8 p/s,38.6 p/s,50.3 p/s,37.2 p/s,53.3 p/s,37.2 p/s,55.1 p/s,37.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:56:00,49.9 p/s,39.9 p/s,52.5 p/s,39.7 p/s,48.2 p/s,37.5 p/s,51.5 p/s,37.1 p/s,52.6 p/s,36.9 p/s,53.6 p/s,39.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:56:30,48.9 p/s,37.5 p/s,54.8 p/s,41.2 p/s,46.7 p/s,37.4 p/s,49.5 p/s,34.1 p/s,53.1 p/s,34.6 p/s,53.6 p/s,38.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:57:00,48.3 p/s,36.2 p/s,55.5 p/s,40.9 p/s,50.6 p/s,37.3 p/s,47.7 p/s,33.3 p/s,51.0 p/s,35.3 p/s,47.7 p/s,38.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:57:30,47.0 p/s,36.0 p/s,57.1 p/s,35.0 p/s,49.7 p/s,32.9 p/s,45.9 p/s,33.5 p/s,50.0 p/s,35.0 p/s,51.3 p/s,41.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:58:00,44.9 p/s,31.6 p/s,53.1 p/s,33.9 p/s,47.6 p/s,31.8 p/s,43.0 p/s,32.5 p/s,47.6 p/s,34.5 p/s,47.3 p/s,37.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:58:30,45.1 p/s,32.6 p/s,56.0 p/s,33.5 p/s,43.3 p/s,33.3 p/s,46.3 p/s,33.4 p/s,46.9 p/s,35.1 p/s,49.0 p/s,38.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:59:00,48.1 p/s,34.8 p/s,56.2 p/s,34.9 p/s,45.8 p/s,39.4 p/s,47.4 p/s,36.3 p/s,49.9 p/s,38.1 p/s,50.0 p/s,35.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:59:30,47.5 p/s,38.0 p/s,55.8 p/s,33.5 p/s,45.4 p/s,36.3 p/s,50.1 p/s,35.2 p/s,53.0 p/s,36.2 p/s,52.5 p/s,35.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:00:00,48.7 p/s,36.3 p/s,49.1 p/s,35.7 p/s,45.1 p/s,40.1 p/s,46.1 p/s,36.8 p/s,56.5 p/s,36.4 p/s,51.3 p/s,35.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:00:30,43.6 p/s,32.8 p/s,46.6 p/s,31.9 p/s,42.1 p/s,34.6 p/s,42.6 p/s,30.5 p/s,53.1 p/s,37.0 p/s,47.1 p/s,35.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:01:00,44.1 p/s,33.4 p/s,44.0 p/s,34.3 p/s,40.7 p/s,36.4 p/s,40.2 p/s,31.5 p/s,49.1 p/s,37.6 p/s,43.9 p/s,35.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:01:30,39.3 p/s,33.9 p/s,47.4 p/s,32.6 p/s,44.4 p/s,32.2 p/s,38.6 p/s,29.0 p/s,45.2 p/s,35.1 p/s,43.3 p/s,34.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:02:00,44.5 p/s,33.3 p/s,49.2 p/s,34.4 p/s,46.4 p/s,34.5 p/s,40.5 p/s,34.5 p/s,46.0 p/s,32.4 p/s,41.2 p/s,32.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:02:30,44.0 p/s,31.7 p/s,52.4 p/s,30.5 p/s,48.3 p/s,31.7 p/s,40.7 p/s,33.2 p/s,47.1 p/s,30.8 p/s,41.5 p/s,31.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:03:00,47.4 p/s,31.4 p/s,48.7 p/s,28.3 p/s,48.1 p/s,30.1 p/s,42.2 p/s,34.0 p/s,46.4 p/s,29.1 p/s,42.0 p/s,31.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:03:30,41.8 p/s,30.6 p/s,47.1 p/s,28.4 p/s,45.9 p/s,29.3 p/s,39.8 p/s,32.2 p/s,50.2 p/s,27.7 p/s,41.5 p/s,28.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:04:00,42.7 p/s,28.5 p/s,44.7 p/s,27.1 p/s,44.3 p/s,28.4 p/s,40.4 p/s,31.7 p/s,51.5 p/s,28.5 p/s,40.8 p/s,29.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:04:30,40.8 p/s,28.6 p/s,48.6 p/s,27.8 p/s,38.9 p/s,25.6 p/s,41.7 p/s,32.2 p/s,52.6 p/s,27.7 p/s,38.9 p/s,27.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:05:00,43.6 p/s,32.6 p/s,48.0 p/s,26.9 p/s,38.9 p/s,25.0 p/s,42.1 p/s,31.4 p/s,48.8 p/s,26.2 p/s,39.1 p/s,29.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:05:30,45.9 p/s,37.1 p/s,48.5 p/s,27.0 p/s,37.9 p/s,28.0 p/s,41.3 p/s,32.9 p/s,47.0 p/s,27.1 p/s,39.8 p/s,28.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:06:00,48.2 p/s,37.3 p/s,48.4 p/s,33.6 p/s,39.7 p/s,30.8 p/s,40.4 p/s,31.9 p/s,47.4 p/s,29.0 p/s,40.7 p/s,28.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:06:30,47.4 p/s,35.3 p/s,50.7 p/s,35.4 p/s,41.6 p/s,33.8 p/s,42.7 p/s,31.1 p/s,48.2 p/s,32.8 p/s,43.5 p/s,32.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:07:00,47.0 p/s,32.6 p/s,50.1 p/s,36.5 p/s,47.3 p/s,33.7 p/s,44.3 p/s,30.3 p/s,48.9 p/s,33.1 p/s,45.5 p/s,33.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:07:30,45.3 p/s,32.9 p/s,49.7 p/s,30.0 p/s,46.6 p/s,34.3 p/s,43.7 p/s,31.1 p/s,50.5 p/s,37.2 p/s,46.1 p/s,33.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:08:00,45.6 p/s,34.2 p/s,48.6 p/s,28.4 p/s,43.0 p/s,33.0 p/s,41.0 p/s,30.0 p/s,48.9 p/s,39.4 p/s,42.9 p/s,29.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:08:30,42.0 p/s,33.5 p/s,48.6 p/s,26.1 p/s,38.5 p/s,32.4 p/s,41.7 p/s,33.2 p/s,49.4 p/s,40.2 p/s,41.0 p/s,27.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
