"Time","CPU 0 - Processed","CPU 1 - Processed","CPU 10 - Processed","CPU 11 - Processed","CPU 2 - Processed","CPU 3 - Processed","CPU 4 - Processed","CPU 5 - Processed","CPU 6 - Processed","CPU 7 - Processed","CPU 8 - Processed","CPU 9 - Processed","CPU 0 - Dropped","CPU 1 - Dropped","CPU 10 - Dropped","CPU 11 - Dropped","CPU 2 - Dropped","CPU 3 - Dropped","CPU 4 - Dropped","CPU 5 - Dropped","CPU 6 - Dropped","CPU 7 - Dropped","CPU 8 - Dropped","CPU 9 - Dropped"
2026-06-04 16:16:30,88.4 p/s,56.1 p/s,90.3 p/s,51.6 p/s,77.8 p/s,56.4 p/s,77.6 p/s,66.5 p/s,86.5 p/s,56.6 p/s,81.9 p/s,48.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:17:00,85.0 p/s,59.9 p/s,89.5 p/s,49.8 p/s,80.7 p/s,55.3 p/s,77.2 p/s,55.9 p/s,84.9 p/s,57.4 p/s,85.2 p/s,53.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:17:30,81.8 p/s,58.3 p/s,88.1 p/s,51.9 p/s,88.1 p/s,57.8 p/s,80.6 p/s,56.2 p/s,90.8 p/s,56.3 p/s,86.3 p/s,54.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:18:00,81.4 p/s,55.6 p/s,86.2 p/s,58.7 p/s,90.1 p/s,58.1 p/s,82.7 p/s,52.0 p/s,88.7 p/s,55.2 p/s,87.6 p/s,58.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:18:30,84.1 p/s,58.1 p/s,86.6 p/s,63.7 p/s,89.1 p/s,64.5 p/s,83.6 p/s,59.8 p/s,86.5 p/s,51.2 p/s,84.9 p/s,56.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:19:00,87.7 p/s,62.8 p/s,89.7 p/s,65.1 p/s,86.1 p/s,65.1 p/s,89.4 p/s,57.6 p/s,84.9 p/s,57.2 p/s,85.7 p/s,58.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:19:30,89.6 p/s,67.3 p/s,90.1 p/s,60.2 p/s,86.7 p/s,64.7 p/s,93.1 p/s,60.5 p/s,88.3 p/s,59.7 p/s,90.5 p/s,58.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:20:00,89.8 p/s,65.3 p/s,89.3 p/s,56.5 p/s,84.8 p/s,64.7 p/s,91.7 p/s,59.2 p/s,92.8 p/s,69.1 p/s,91.2 p/s,58.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:20:30,84.4 p/s,60.3 p/s,86.3 p/s,53.8 p/s,83.9 p/s,58.9 p/s,80.5 p/s,56.7 p/s,90.6 p/s,65.1 p/s,84.3 p/s,60.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:21:00,81.6 p/s,60.3 p/s,88.2 p/s,54.7 p/s,83.6 p/s,59.1 p/s,75.7 p/s,53.7 p/s,87.8 p/s,61.9 p/s,77.3 p/s,58.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:21:30,81.6 p/s,60.8 p/s,87.8 p/s,57.0 p/s,80.0 p/s,53.8 p/s,78.5 p/s,52.5 p/s,87.0 p/s,58.8 p/s,80.3 p/s,58.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:22:00,82.9 p/s,60.2 p/s,90.0 p/s,63.1 p/s,79.0 p/s,62.2 p/s,83.1 p/s,55.9 p/s,87.8 p/s,58.3 p/s,87.3 p/s,55.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:22:30,82.8 p/s,55.3 p/s,87.2 p/s,68.7 p/s,76.4 p/s,58.6 p/s,83.6 p/s,55.8 p/s,88.5 p/s,57.7 p/s,85.4 p/s,55.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:23:00,83.2 p/s,53.4 p/s,89.8 p/s,66.7 p/s,79.3 p/s,58.6 p/s,81.5 p/s,55.6 p/s,90.6 p/s,56.8 p/s,84.4 p/s,57.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:23:30,81.9 p/s,62.8 p/s,88.8 p/s,58.4 p/s,79.3 p/s,51.7 p/s,79.1 p/s,53.7 p/s,87.3 p/s,54.7 p/s,79.1 p/s,66.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:24:00,80.9 p/s,67.0 p/s,86.8 p/s,54.4 p/s,76.8 p/s,55.4 p/s,79.3 p/s,51.5 p/s,85.3 p/s,55.4 p/s,80.2 p/s,65.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:24:30,87.4 p/s,70.4 p/s,87.7 p/s,64.0 p/s,81.7 p/s,61.5 p/s,83.2 p/s,57.5 p/s,88.5 p/s,57.1 p/s,78.9 p/s,67.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:25:00,88.0 p/s,62.1 p/s,85.1 p/s,68.1 p/s,81.9 p/s,69.4 p/s,86.9 p/s,59.4 p/s,90.9 p/s,56.0 p/s,79.3 p/s,62.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:25:30,90.4 p/s,62.1 p/s,91.1 p/s,66.8 p/s,84.2 p/s,65.5 p/s,88.3 p/s,59.8 p/s,93.6 p/s,58.5 p/s,84.1 p/s,61.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:26:00,82.2 p/s,64.0 p/s,86.8 p/s,57.0 p/s,79.0 p/s,63.9 p/s,85.5 p/s,55.2 p/s,84.0 p/s,56.2 p/s,81.3 p/s,64.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:26:30,86.4 p/s,62.1 p/s,84.0 p/s,58.8 p/s,79.3 p/s,58.0 p/s,82.6 p/s,58.3 p/s,81.7 p/s,62.7 p/s,81.6 p/s,58.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:27:00,88.7 p/s,59.6 p/s,83.9 p/s,58.3 p/s,79.5 p/s,63.6 p/s,84.6 p/s,62.7 p/s,81.9 p/s,69.0 p/s,81.0 p/s,57.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:27:30,89.2 p/s,56.6 p/s,90.5 p/s,64.1 p/s,84.2 p/s,64.2 p/s,87.7 p/s,61.9 p/s,87.1 p/s,76.4 p/s,86.0 p/s,54.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:28:00,89.5 p/s,57.5 p/s,95.9 p/s,65.4 p/s,84.0 p/s,60.7 p/s,88.0 p/s,54.2 p/s,86.1 p/s,70.4 p/s,84.1 p/s,54.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:28:30,87.4 p/s,61.2 p/s,93.4 p/s,64.1 p/s,86.9 p/s,54.8 p/s,85.7 p/s,60.9 p/s,87.3 p/s,63.6 p/s,83.1 p/s,60.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:29:00,92.1 p/s,59.7 p/s,87.9 p/s,67.7 p/s,85.6 p/s,51.2 p/s,85.7 p/s,61.2 p/s,92.2 p/s,54.8 p/s,79.8 p/s,59.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:29:30,90.7 p/s,59.9 p/s,90.3 p/s,66.8 p/s,90.6 p/s,54.2 p/s,89.2 p/s,64.0 p/s,97.8 p/s,58.9 p/s,83.0 p/s,68.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:30:00,91.0 p/s,52.5 p/s,90.7 p/s,70.3 p/s,85.7 p/s,60.3 p/s,86.1 p/s,52.3 p/s,97.9 p/s,58.5 p/s,83.6 p/s,64.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:30:30,94.1 p/s,53.6 p/s,94.2 p/s,64.4 p/s,82.5 p/s,61.2 p/s,87.3 p/s,57.3 p/s,91.8 p/s,61.3 p/s,85.7 p/s,67.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:31:00,89.3 p/s,58.2 p/s,88.8 p/s,66.9 p/s,80.8 p/s,59.0 p/s,82.4 p/s,57.3 p/s,89.3 p/s,60.8 p/s,83.2 p/s,59.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:31:30,87.3 p/s,62.8 p/s,91.7 p/s,62.7 p/s,85.4 p/s,58.7 p/s,89.7 p/s,63.6 p/s,87.1 p/s,60.9 p/s,82.1 p/s,59.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:32:00,78.0 p/s,65.3 p/s,87.2 p/s,65.3 p/s,86.0 p/s,59.7 p/s,84.6 p/s,64.8 p/s,89.4 p/s,65.7 p/s,78.8 p/s,61.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:32:30,83.1 p/s,67.3 p/s,92.1 p/s,62.2 p/s,88.1 p/s,67.2 p/s,91.2 p/s,63.6 p/s,91.5 p/s,69.4 p/s,82.7 p/s,68.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:33:00,85.5 p/s,67.5 p/s,89.1 p/s,68.4 p/s,90.8 p/s,66.3 p/s,89.1 p/s,63.7 p/s,91.1 p/s,68.5 p/s,87.3 p/s,73.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:33:30,89.0 p/s,63.5 p/s,91.7 p/s,65.6 p/s,93.8 p/s,66.9 p/s,89.8 p/s,59.0 p/s,88.7 p/s,66.9 p/s,89.9 p/s,71.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:34:00,93.1 p/s,59.3 p/s,91.2 p/s,61.3 p/s,89.6 p/s,65.4 p/s,88.3 p/s,61.2 p/s,90.5 p/s,73.6 p/s,89.9 p/s,64.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:34:30,93.4 p/s,56.5 p/s,93.6 p/s,54.6 p/s,83.5 p/s,63.4 p/s,84.1 p/s,61.7 p/s,89.2 p/s,72.0 p/s,80.8 p/s,56.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:35:00,92.4 p/s,57.3 p/s,90.9 p/s,53.8 p/s,81.6 p/s,62.7 p/s,86.1 p/s,62.7 p/s,89.9 p/s,69.5 p/s,77.6 p/s,51.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:35:30,93.7 p/s,60.3 p/s,95.7 p/s,57.0 p/s,90.1 p/s,61.1 p/s,91.0 p/s,66.8 p/s,96.3 p/s,58.6 p/s,84.4 p/s,66.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:36:00,93.6 p/s,60.2 p/s,90.8 p/s,61.0 p/s,86.7 p/s,60.4 p/s,93.5 p/s,63.1 p/s,94.2 p/s,59.8 p/s,86.9 p/s,66.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:36:30,94.5 p/s,66.4 p/s,97.1 p/s,60.1 p/s,88.0 p/s,58.4 p/s,93.2 p/s,62.2 p/s,95.8 p/s,57.4 p/s,91.9 p/s,67.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:37:00,90.2 p/s,63.6 p/s,95.5 p/s,57.6 p/s,81.3 p/s,58.6 p/s,86.1 p/s,59.9 p/s,85.1 p/s,58.1 p/s,84.4 p/s,52.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:37:30,91.8 p/s,69.6 p/s,101 p/s,62.4 p/s,95.4 p/s,58.3 p/s,87.7 p/s,72.5 p/s,91.4 p/s,62.7 p/s,89.6 p/s,57.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:38:00,91.2 p/s,65.2 p/s,95.7 p/s,67.4 p/s,95.9 p/s,57.9 p/s,86.9 p/s,74.7 p/s,93.2 p/s,61.6 p/s,86.4 p/s,60.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:38:30,87.6 p/s,64.5 p/s,92.1 p/s,70.2 p/s,96.6 p/s,57.4 p/s,86.4 p/s,67.9 p/s,95.7 p/s,60.3 p/s,88.2 p/s,61.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:39:00,85.4 p/s,59.6 p/s,87.5 p/s,68.0 p/s,88.0 p/s,59.4 p/s,86.6 p/s,57.3 p/s,95.6 p/s,59.5 p/s,84.8 p/s,66.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:39:30,86.1 p/s,56.1 p/s,87.2 p/s,63.8 p/s,84.9 p/s,59.2 p/s,87.3 p/s,49.6 p/s,92.6 p/s,60.5 p/s,88.9 p/s,64.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:40:00,88.6 p/s,59.8 p/s,87.1 p/s,64.5 p/s,90.0 p/s,57.4 p/s,88.5 p/s,56.0 p/s,95.9 p/s,57.7 p/s,95.2 p/s,65.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:40:30,85.7 p/s,59.5 p/s,88.3 p/s,65.6 p/s,93.7 p/s,57.4 p/s,86.8 p/s,56.8 p/s,88.4 p/s,52.1 p/s,95.6 p/s,60.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:41:00,88.2 p/s,62.8 p/s,93.2 p/s,68.8 p/s,96.9 p/s,60.0 p/s,85.9 p/s,60.7 p/s,94.1 p/s,53.2 p/s,90.6 p/s,63.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:41:30,84.3 p/s,55.9 p/s,93.6 p/s,68.3 p/s,89.2 p/s,57.9 p/s,82.7 p/s,59.3 p/s,88.6 p/s,52.1 p/s,82.0 p/s,64.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:42:00,86.7 p/s,56.6 p/s,94.4 p/s,62.4 p/s,87.4 p/s,56.6 p/s,79.4 p/s,56.9 p/s,91.6 p/s,49.1 p/s,76.9 p/s,59.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:42:30,81.2 p/s,53.2 p/s,90.3 p/s,57.1 p/s,83.2 p/s,54.8 p/s,80.7 p/s,58.8 p/s,84.7 p/s,53.7 p/s,76.0 p/s,57.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:43:00,86.6 p/s,58.0 p/s,89.3 p/s,56.1 p/s,85.8 p/s,56.6 p/s,82.5 p/s,57.5 p/s,90.4 p/s,55.5 p/s,73.2 p/s,58.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:43:30,88.4 p/s,59.2 p/s,89.5 p/s,59.1 p/s,88.2 p/s,59.2 p/s,90.5 p/s,57.4 p/s,92.5 p/s,61.6 p/s,83.1 p/s,63.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:44:00,87.0 p/s,56.4 p/s,88.8 p/s,58.0 p/s,86.4 p/s,57.5 p/s,84.0 p/s,58.9 p/s,88.4 p/s,57.8 p/s,81.6 p/s,60.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:44:30,84.7 p/s,56.0 p/s,93.9 p/s,61.9 p/s,84.1 p/s,59.5 p/s,85.1 p/s,64.3 p/s,83.9 p/s,60.5 p/s,85.5 p/s,55.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:45:00,82.7 p/s,59.2 p/s,99.4 p/s,64.0 p/s,82.3 p/s,58.8 p/s,84.8 p/s,67.5 p/s,86.7 p/s,65.3 p/s,81.3 p/s,53.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:45:30,84.7 p/s,65.3 p/s,99.8 p/s,70.6 p/s,84.7 p/s,59.5 p/s,84.9 p/s,68.2 p/s,93.4 p/s,64.6 p/s,83.5 p/s,54.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:46:00,82.5 p/s,61.6 p/s,96.1 p/s,69.7 p/s,81.1 p/s,67.6 p/s,81.3 p/s,65.6 p/s,92.9 p/s,65.2 p/s,82.7 p/s,57.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:46:30,81.7 p/s,55.0 p/s,95.4 p/s,68.3 p/s,77.6 p/s,64.6 p/s,78.5 p/s,64.5 p/s,93.3 p/s,58.3 p/s,80.1 p/s,56.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:47:00,87.1 p/s,55.1 p/s,94.9 p/s,66.7 p/s,80.4 p/s,67.3 p/s,81.9 p/s,58.8 p/s,91.7 p/s,55.5 p/s,83.4 p/s,64.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:47:30,86.6 p/s,55.1 p/s,94.2 p/s,62.2 p/s,83.7 p/s,60.7 p/s,83.1 p/s,57.2 p/s,90.8 p/s,51.8 p/s,82.7 p/s,66.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:48:00,90.5 p/s,59.9 p/s,87.8 p/s,63.2 p/s,85.3 p/s,63.3 p/s,77.8 p/s,54.8 p/s,89.1 p/s,51.2 p/s,82.6 p/s,65.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:48:30,82.8 p/s,55.8 p/s,85.9 p/s,54.6 p/s,79.3 p/s,61.8 p/s,76.5 p/s,56.8 p/s,89.5 p/s,55.0 p/s,83.8 p/s,59.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:49:00,84.0 p/s,57.1 p/s,85.1 p/s,51.5 p/s,81.8 p/s,61.5 p/s,82.6 p/s,54.4 p/s,91.4 p/s,55.2 p/s,87.1 p/s,55.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:49:30,79.0 p/s,55.7 p/s,91.0 p/s,45.9 p/s,78.4 p/s,58.8 p/s,83.0 p/s,50.2 p/s,93.1 p/s,56.0 p/s,86.8 p/s,57.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:50:00,80.8 p/s,56.2 p/s,91.0 p/s,50.2 p/s,79.3 p/s,57.5 p/s,84.8 p/s,47.9 p/s,90.9 p/s,53.0 p/s,83.0 p/s,54.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:50:30,81.6 p/s,57.0 p/s,89.6 p/s,52.3 p/s,79.6 p/s,53.7 p/s,82.2 p/s,47.1 p/s,89.1 p/s,62.3 p/s,80.7 p/s,61.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:51:00,82.9 p/s,52.6 p/s,91.5 p/s,57.4 p/s,82.9 p/s,54.9 p/s,88.5 p/s,51.3 p/s,88.2 p/s,57.4 p/s,86.1 p/s,59.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:51:30,81.3 p/s,59.0 p/s,92.2 p/s,57.9 p/s,84.3 p/s,53.3 p/s,91.0 p/s,52.6 p/s,88.9 p/s,58.9 p/s,83.3 p/s,62.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:52:00,83.1 p/s,58.0 p/s,98.5 p/s,58.0 p/s,85.7 p/s,49.9 p/s,90.9 p/s,54.8 p/s,93.9 p/s,53.9 p/s,82.2 p/s,54.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:52:30,83.7 p/s,64.6 p/s,94.1 p/s,61.1 p/s,86.1 p/s,53.8 p/s,89.5 p/s,59.4 p/s,98.9 p/s,64.6 p/s,80.5 p/s,55.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:53:00,93.7 p/s,65.5 p/s,100 p/s,63.7 p/s,93.7 p/s,58.4 p/s,93.7 p/s,64.6 p/s,110 p/s,69.8 p/s,93.5 p/s,59.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:53:30,90.6 p/s,71.6 p/s,98.2 p/s,64.1 p/s,91.2 p/s,60.1 p/s,91.1 p/s,64.2 p/s,107 p/s,69.1 p/s,95.4 p/s,65.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
